CODGEO,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,surface_habitable_logement,consommation_energie_primaire,date_reception_dpe,region,region_code,est_passoire
92377,D,E,maison,1985,37.2,321.0,2022-07-21,Île-de-France,11,0
92388,D,A,appartement,1986,33.8,187.0,2022-07-22,Île-de-France,11,0
91071,C,D,maison,2000,64.6,317.0,2022-07-22,Île-de-France,11,0
93286,E,E,maison,1991,37.4,538.0,2022-07-22,Île-de-France,11,0
95237,F,D,appartement,1969,33.6,472.0,2022-07-22,Île-de-France,11,1
94242,C,D,appartement,2009,80.3,209.0,2022-07-23,Île-de-France,11,0
91235,D,C,appartement,1979,110.3,191.0,2022-07-23,Île-de-France,11,0
94111,C,G,maison,2008,47.1,251.0,2022-07-23,Île-de-France,11,0
92217,F,G,appartement,1943,27.4,441.0,2022-07-23,Île-de-France,11,1
94312,E,G,maison,1965,26.0,569.0,2022-07-24,Île-de-France,11,0
77047,D,G,appartement,1994,56.5,205.0,2022-07-24,Île-de-France,11,0
77378,E,G,appartement,1981,82.7,614.0,2022-07-24,Île-de-France,11,0
78051,E,E,maison,1966,53.6,396.0,2022-07-24,Île-de-France,11,0
92270,G,C,maison,1973,51.8,539.0,2022-07-25,Île-de-France,11,1
77256,B,B,appartement,1996,132.8,110.0,2022-07-25,Île-de-France,11,0
95318,B,D,maison,1998,18.0,115.0,2022-07-25,Île-de-France,11,0
78173,A,F,maison,2001,42.7,126.0,2022-07-25,Île-de-France,11,0
91396,D,F,maison,1971,118.0,245.0,2022-07-26,Île-de-France,11,0
95135,D,C,maison,1971,118.1,284.0,2022-07-26,Île-de-France,11,0
93161,E,D,immeuble,1975,209.2,655.0,2022-07-26,Île-de-France,11,0
75095,C,E,appartement,2009,83.5,224.0,2022-07-26,Île-de-France,11,0
94229,D,E,appartement,1967,78.6,253.0,2022-07-27,Île-de-France,11,0
94327,G,B,appartement,1967,80.7,378.0,2022-07-27,Île-de-France,11,1
93229,C,F,maison,2007,68.5,156.0,2022-07-27,Île-de-France,11,0
78241,B,E,maison,2005,49.5,92.0,2022-07-27,Île-de-France,11,0
91118,F,E,appartement,1927,86.5,560.0,2022-07-28,Île-de-France,11,1
93342,C,E,maison,2016,45.4,180.0,2022-07-28,Île-de-France,11,0
91318,D,D,appartement,1991,75.8,312.0,2022-07-28,Île-de-France,11,0
91253,C,G,appartement,1995,47.6,164.0,2022-07-28,Île-de-France,11,0
94273,E,F,appartement,1972,88.6,522.0,2022-07-29,Île-de-France,11,0
95117,D,G,appartement,1982,239.3,292.0,2022-07-29,Île-de-France,11,0
95095,F,E,maison,1933,61.1,452.0,2022-07-29,Île-de-France,11,1
77336,C,G,appartement,2014,62.4,303.0,2022-07-30,Île-de-France,11,0
93068,C,C,maison,1996,64.9,233.0,2022-07-30,Île-de-France,11,0
75009,C,G,appartement,1993,52.0,198.0,2022-07-30,Île-de-France,11,0
95010,D,D,appartement,1989,46.9,214.0,2022-07-30,Île-de-France,11,0
78109,B,E,appartement,1990,97.4,111.0,2022-07-31,Île-de-France,11,0
93199,G,F,maison,1920,92.2,481.0,2022-07-31,Île-de-France,11,1
95362,B,C,maison,1998,49.9,133.0,2022-07-31,Île-de-France,11,0
94293,E,A,appartement,1976,26.7,562.0,2022-07-31,Île-de-France,11,0
94136,D,A,appartement,1977,19.2,206.0,2022-08-01,Île-de-France,11,0
75113,B,D,maison,2013,72.9,116.0,2022-08-01,Île-de-France,11,0
78014,F,D,appartement,1922,86.0,640.0,2022-08-01,Île-de-France,11,1
78188,D,F,maison,1976,105.5,189.0,2022-08-01,Île-de-France,11,0
95267,F,F,appartement,1974,66.7,561.0,2022-08-02,Île-de-France,11,1
94072,D,D,appartement,1975,108.5,219.0,2022-08-02,Île-de-France,11,0
94248,G,F,maison,1945,47.3,505.0,2022-08-02,Île-de-France,11,1
92082,C,G,appartement,2006,80.3,297.0,2022-08-02,Île-de-France,11,0
95109,B,F,maison,2010,102.9,115.0,2022-08-03,Île-de-France,11,0
94168,C,E,maison,2005,101.4,268.0,2022-08-03,Île-de-France,11,0
77161,D,E,appartement,1978,109.7,254.0,2022-08-03,Île-de-France,11,0
95145,D,G,maison,1969,77.4,205.0,2022-08-03,Île-de-France,11,0
78046,D,F,appartement,1976,63.8,171.0,2022-08-04,Île-de-France,11,0
94200,D,D,appartement,1980,47.2,296.0,2022-08-04,Île-de-France,11,0
93156,F,F,appartement,1920,65.6,479.0,2022-08-04,Île-de-France,11,1
94048,A,B,appartement,1985,70.9,143.0,2022-08-04,Île-de-France,11,0
91239,E,E,appartement,1982,303.9,335.0,2022-08-05,Île-de-France,11,0
77122,E,C,maison,1991,61.8,463.0,2022-08-05,Île-de-France,11,0
77306,E,D,appartement,1983,91.0,456.0,2022-08-05,Île-de-France,11,0
75108,D,G,maison,1974,72.6,232.0,2022-08-05,Île-de-France,11,0
91074,D,G,maison,1988,49.9,274.0,2022-08-06,Île-de-France,11,0
95243,D,F,maison,1974,53.7,231.0,2022-08-06,Île-de-France,11,0
78191,D,D,maison,1974,18.8,163.0,2022-08-06,Île-de-France,11,0
77290,D,B,appartement,1981,123.2,231.0,2022-08-06,Île-de-France,11,0
93377,C,D,appartement,1987,32.7,262.0,2022-08-07,Île-de-France,11,0
93169,F,G,maison,1955,81.1,626.0,2022-08-07,Île-de-France,11,1
93055,G,D,immeuble,1953,33.1,352.0,2022-08-07,Île-de-France,11,1
95350,D,C,appartement,1987,22.5,251.0,2022-08-07,Île-de-France,11,0
95368,D,D,maison,1975,75.4,174.0,2022-08-08,Île-de-France,11,0
77364,E,E,appartement,1966,35.1,552.0,2022-08-08,Île-de-France,11,0
75064,E,D,maison,1973,75.4,593.0,2022-08-08,Île-de-France,11,0
93258,F,E,maison,1936,197.5,542.0,2022-08-08,Île-de-France,11,1
94370,B,F,appartement,1987,119.2,115.0,2022-08-09,Île-de-France,11,0
93301,D,G,appartement,1985,66.2,209.0,2022-08-09,Île-de-France,11,0
91381,C,F,maison,2016,158.8,177.0,2022-08-09,Île-de-France,11,0
94205,C,F,appartement,1997,40.3,330.0,2022-08-10,Île-de-France,11,0
94273,D,D,maison,1987,216.3,289.0,2022-08-10,Île-de-France,11,0
93228,D,A,maison,1979,32.8,184.0,2022-08-10,Île-de-France,11,0
94218,D,C,appartement,1985,53.9,249.0,2022-08-10,Île-de-France,11,0
77128,E,G,maison,1965,184.3,571.0,2022-08-11,Île-de-France,11,0
92386,C,E,appartement,1999,35.3,316.0,2022-08-11,Île-de-France,11,0
75077,G,C,maison,1940,65.8,418.0,2022-08-11,Île-de-France,11,1
92033,D,F,appartement,1992,33.3,162.0,2022-08-11,Île-de-France,11,0
93216,D,E,maison,1979,69.0,187.0,2022-08-12,Île-de-France,11,0
94117,B,E,appartement,1995,124.5,97.0,2022-08-12,Île-de-France,11,0
91335,C,D,maison,2006,178.7,290.0,2022-08-12,Île-de-France,11,0
93362,E,D,maison,1977,185.6,481.0,2022-08-12,Île-de-France,11,0
95255,D,D,maison,1983,41.6,249.0,2022-08-13,Île-de-France,11,0
77172,E,E,appartement,1981,63.7,607.0,2022-08-13,Île-de-France,11,0
77095,B,E,maison,2014,106.4,79.0,2022-08-13,Île-de-France,11,0
92207,D,E,appartement,1993,43.6,234.0,2022-08-13,Île-de-France,11,0
77133,E,D,appartement,1994,64.1,597.0,2022-08-14,Île-de-France,11,0
94258,E,D,appartement,1982,194.6,417.0,2022-08-14,Île-de-France,11,0
93302,C,E,maison,1988,61.8,222.0,2022-08-14,Île-de-France,11,0
77303,D,D,appartement,1968,96.5,189.0,2022-08-14,Île-de-France,11,0
93319,C,C,appartement,2011,43.2,316.0,2022-08-15,Île-de-France,11,0
78126,D,D,maison,1970,88.5,225.0,2022-08-15,Île-de-France,11,0
78366,D,E,appartement,1981,26.8,278.0,2022-08-15,Île-de-France,11,0
91267,D,D,appartement,1987,69.2,182.0,2022-08-15,Île-de-France,11,0
95346,E,D,appartement,1988,103.7,517.0,2022-08-16,Île-de-France,11,0
78227,C,D,appartement,2010,71.2,183.0,2022-08-16,Île-de-France,11,0
92093,E,C,appartement,1966,108.2,365.0,2022-08-16,Île-de-France,11,0
94041,G,E,appartement,1974,42.8,480.0,2022-08-16,Île-de-France,11,1
91299,C,D,maison,1998,24.1,207.0,2022-08-17,Île-de-France,11,0
78004,G,E,maison,1941,73.8,424.0,2022-08-17,Île-de-France,11,1
92092,E,D,appartement,1992,31.3,559.0,2022-08-17,Île-de-France,11,0
77259,E,D,maison,1974,75.6,619.0,2022-08-17,Île-de-France,11,0
91013,B,D,appartement,2003,52.0,81.0,2022-08-18,Île-de-France,11,0
91358,E,F,appartement,1979,29.0,488.0,2022-08-18,Île-de-France,11,0
77376,D,F,maison,1985,61.6,237.0,2022-08-18,Île-de-France,11,0
92165,C,F,maison,2002,69.9,233.0,2022-08-18,Île-de-France,11,0
92004,C,E,appartement,2007,65.0,300.0,2022-08-19,Île-de-France,11,0
93209,F,E,maison,1927,147.6,585.0,2022-08-19,Île-de-France,11,1
95236,E,E,maison,1992,111.1,486.0,2022-08-19,Île-de-France,11,0
94003,C,D,appartement,2009,73.2,259.0,2022-08-19,Île-de-France,11,0
78315,D,D,appartement,1981,56.5,237.0,2022-08-20,Île-de-France,11,0
91134,F,E,maison,1942,126.7,626.0,2022-08-20,Île-de-France,11,1
78177,D,F,appartement,1984,35.5,153.0,2022-08-20,Île-de-France,11,0
92302,D,E,immeuble,1988,114.7,279.0,2022-08-21,Île-de-France,11,0
78258,E,B,appartement,1976,81.1,491.0,2022-08-21,Île-de-France,11,0
92058,C,F,appartement,2010,104.5,268.0,2022-08-21,Île-de-France,11,0
78291,C,E,maison,1995,63.7,159.0,2022-08-21,Île-de-France,11,0
94325,F,E,maison,1941,126.7,396.0,2022-08-22,Île-de-France,11,1
91136,E,E,appartement,1976,65.3,487.0,2022-08-22,Île-de-France,11,0
77350,F,F,appartement,1940,71.6,456.0,2022-08-22,Île-de-France,11,1
92303,F,F,appartement,1973,90.8,676.0,2022-08-22,Île-de-France,11,1
95338,D,F,maison,1970,103.1,207.0,2022-08-23,Île-de-France,11,0
77011,E,B,appartement,1980,37.7,608.0,2022-08-23,Île-de-France,11,0
77287,A,E,appartement,2009,77.2,124.0,2022-08-23,Île-de-France,11,0
75054,E,E,maison,1992,62.3,455.0,2022-08-23,Île-de-France,11,0
78016,B,G,maison,1992,39.0,110.0,2022-08-24,Île-de-France,11,0
91334,E,F,maison,1978,84.1,469.0,2022-08-24,Île-de-France,11,0
75042,D,D,maison,1972,49.0,319.0,2022-08-24,Île-de-France,11,0
77209,D,G,maison,1978,125.8,197.0,2022-08-24,Île-de-France,11,0
78132,E,E,appartement,1978,103.4,490.0,2022-08-25,Île-de-France,11,0
92317,F,E,appartement,1953,66.3,537.0,2022-08-25,Île-de-France,11,1
77074,F,G,appartement,1962,29.8,661.0,2022-08-25,Île-de-France,11,1
77318,D,E,maison,1989,120.1,172.0,2022-08-25,Île-de-France,11,0
75049,A,D,appartement,1995,111.3,127.0,2022-08-26,Île-de-France,11,0
77137,G,F,appartement,1923,74.2,607.0,2022-08-26,Île-de-France,11,1
95074,D,E,maison,1966,33.9,233.0,2022-08-26,Île-de-France,11,0
93132,F,F,appartement,1955,28.4,341.0,2022-08-26,Île-de-France,11,1
94153,D,F,appartement,1970,43.0,235.0,2022-08-27,Île-de-France,11,0
95056,E,D,appartement,1991,41.8,331.0,2022-08-27,Île-de-France,11,0
95204,B,D,maison,2018,53.2,104.0,2022-08-27,Île-de-France,11,0
95032,E,B,appartement,1982,78.1,539.0,2022-08-27,Île-de-France,11,0
91133,D,G,maison,1974,60.6,287.0,2022-08-28,Île-de-France,11,0
93198,E,C,appartement,1990,71.6,574.0,2022-08-28,Île-de-France,11,0
93057,C,F,maison,2003,117.9,212.0,2022-08-28,Île-de-France,11,0
94062,F,F,maison,1947,57.0,523.0,2022-08-28,Île-de-France,11,1
77087,E,G,maison,1976,45.9,407.0,2022-08-29,Île-de-France,11,0
93102,D,F,maison,1971,54.3,254.0,2022-08-29,Île-de-France,11,0
95265,G,F,maison,1921,136.0,636.0,2022-08-29,Île-de-France,11,1
95358,B,D,maison,1986,136.9,51.0,2022-08-29,Île-de-France,11,0
75042,E,E,maison,1989,195.4,383.0,2022-08-30,Île-de-France,11,0
75066,D,D,appartement,1987,92.5,234.0,2022-08-30,Île-de-France,11,0
77227,E,B,appartement,1993,90.0,404.0,2022-08-30,Île-de-France,11,0
78129,F,G,appartement,1937,71.1,578.0,2022-08-30,Île-de-France,11,1
77009,D,D,appartement,1967,57.1,225.0,2022-08-31,Île-de-France,11,0
93365,D,E,maison,1984,149.7,248.0,2022-08-31,Île-de-France,11,0
94225,C,E,maison,1999,223.4,323.0,2022-08-31,Île-de-France,11,0
94099,B,C,appartement,2013,50.2,60.0,2022-09-01,Île-de-France,11,0
93332,D,D,maison,1977,67.9,214.0,2022-09-01,Île-de-France,11,0
77240,D,F,appartement,1989,38.1,276.0,2022-09-01,Île-de-France,11,0
91332,C,D,appartement,1995,28.1,200.0,2022-09-01,Île-de-France,11,0
78372,E,C,maison,1967,135.1,384.0,2022-09-02,Île-de-France,11,0
91308,F,D,maison,1967,48.1,664.0,2022-09-02,Île-de-France,11,1
92133,F,F,appartement,1967,220.4,678.0,2022-09-02,Île-de-France,11,1
92275,E,G,maison,1970,44.9,517.0,2022-09-02,Île-de-France,11,0
95289,F,D,appartement,1927,69.3,504.0,2022-09-03,Île-de-France,11,1
94253,C,G,appartement,2014,119.8,284.0,2022-09-03,Île-de-France,11,0
94078,F,F,appartement,1925,67.4,697.0,2022-09-03,Île-de-France,11,1
78270,F,D,maison,1962,115.8,461.0,2022-09-03,Île-de-France,11,1
93345,D,D,appartement,1990,51.6,225.0,2022-09-04,Île-de-France,11,0
77395,E,F,appartement,1991,37.6,337.0,2022-09-04,Île-de-France,11,0
91338,E,G,maison,1990,47.8,501.0,2022-09-04,Île-de-France,11,0
78225,F,G,maison,1950,233.3,584.0,2022-09-04,Île-de-France,11,1
91329,C,G,maison,2006,48.0,240.0,2022-09-05,Île-de-France,11,0
94030,D,F,appartement,1985,59.6,306.0,2022-09-05,Île-de-France,11,0
95318,D,E,maison,1966,94.0,246.0,2022-09-05,Île-de-France,11,0
78126,E,C,maison,1967,49.5,677.0,2022-09-05,Île-de-France,11,0
78324,D,E,maison,1993,122.3,287.0,2022-09-06,Île-de-France,11,0
91149,C,C,appartement,2015,59.1,276.0,2022-09-06,Île-de-France,11,0
92215,G,D,appartement,1966,55.4,603.0,2022-09-06,Île-de-France,11,1
94364,G,E,maison,1963,27.9,342.0,2022-09-06,Île-de-France,11,1
93210,F,C,maison,1947,107.7,380.0,2022-09-07,Île-de-France,11,1
95178,B,D,maison,2014,136.6,113.0,2022-09-07,Île-de-France,11,0
78063,D,D,maison,1974,59.1,213.0,2022-09-07,Île-de-France,11,0
94083,C,E,appartement,2000,98.1,316.0,2022-09-07,Île-de-France,11,0
78063,E,G,appartement,1989,65.6,380.0,2022-09-08,Île-de-France,11,0
92324,E,G,maison,1978,80.5,609.0,2022-09-08,Île-de-France,11,0
93312,E,D,appartement,1992,27.2,671.0,2022-09-08,Île-de-France,11,0
92009,D,D,immeuble,1985,202.1,282.0,2022-09-08,Île-de-France,11,0
92367,D,E,maison,1975,45.3,319.0,2022-09-09,Île-de-France,11,0
77310,D,D,appartement,1976,89.9,322.0,2022-09-09,Île-de-France,11,0
91146,F,C,maison,1961,92.6,411.0,2022-09-09,Île-de-France,11,1
78116,D,E,maison,1980,38.1,215.0,2022-09-09,Île-de-France,11,0
91247,B,E,appartement,1991,105.0,149.0,2022-09-10,Île-de-France,11,0
78223,F,E,appartement,1955,58.8,356.0,2022-09-10,Île-de-France,11,1
78044,F,G,immeuble,1924,30.9,648.0,2022-09-10,Île-de-France,11,1
91023,C,F,appartement,1995,56.3,167.0,2022-09-10,Île-de-France,11,0
77394,F,F,appartement,1967,135.4,429.0,2022-09-11,Île-de-France,11,1
77161,D,F,maison,1979,45.6,242.0,2022-09-11,Île-de-France,11,0
95215,D,C,appartement,1974,68.2,224.0,2022-09-11,Île-de-France,11,0
91238,G,F,appartement,1944,52.5,466.0,2022-09-12,Île-de-France,11,1
93026,D,C,appartement,1974,48.2,249.0,2022-09-12,Île-de-France,11,0
93246,D,G,maison,1977,49.5,216.0,2022-09-12,Île-de-France,11,0
75086,C,F,appartement,2005,87.4,308.0,2022-09-12,Île-de-France,11,0
94348,G,D,appartement,1963,127.1,698.0,2022-09-13,Île-de-France,11,1
93183,E,D,appartement,1966,80.0,581.0,2022-09-13,Île-de-France,11,0
77152,G,D,appartement,1935,97.8,496.0,2022-09-13,Île-de-France,11,1
77119,E,D,maison,1976,38.5,481.0,2022-09-13,Île-de-France,11,0
93050,D,D,maison,1971,136.4,264.0,2022-09-14,Île-de-France,11,0
77022,D,G,maison,1990,26.5,293.0,2022-09-14,Île-de-France,11,0
78110,B,E,appartement,1989,28.4,53.0,2022-09-14,Île-de-France,11,0
92033,A,E,maison,2003,28.3,107.0,2022-09-14,Île-de-France,11,0
91268,C,C,maison,2019,22.2,209.0,2022-09-15,Île-de-France,11,0
95167,F,D,appartement,1964,109.4,542.0,2022-09-15,Île-de-France,11,1
92352,E,D,maison,1986,38.1,493.0,2022-09-15,Île-de-France,11,0
78154,C,E,maison,1985,59.1,234.0,2022-09-15,Île-de-France,11,0
92359,F,E,maison,1962,87.1,496.0,2022-09-16,Île-de-France,11,1
75042,B,D,maison,2013,136.9,148.0,2022-09-16,Île-de-France,11,0
94178,D,F,appartement,1983,113.2,210.0,2022-09-16,Île-de-France,11,0
93334,E,F,immeuble,1975,98.7,442.0,2022-09-16,Île-de-France,11,0
93043,C,D,immeuble,2016,70.2,165.0,2022-09-17,Île-de-France,11,0
78153,E,E,appartement,1966,45.7,697.0,2022-09-17,Île-de-France,11,0
77140,D,F,maison,1970,118.8,225.0,2022-09-17,Île-de-France,11,0
78231,C,D,appartement,1999,101.5,152.0,2022-09-17,Île-de-France,11,0
75118,E,G,maison,1977,45.2,440.0,2022-09-18,Île-de-France,11,0
95231,D,D,appartement,1967,87.7,206.0,2022-09-18,Île-de-France,11,0
75013,C,G,appartement,2008,68.6,177.0,2022-09-18,Île-de-France,11,0
91011,D,C,maison,1983,45.7,191.0,2022-09-18,Île-de-France,11,0
77001,C,E,appartement,2012,79.4,298.0,2022-09-19,Île-de-France,11,0
95237,B,D,maison,2018,49.3,80.0,2022-09-19,Île-de-France,11,0
92202,F,E,appartement,1934,36.3,425.0,2022-09-19,Île-de-France,11,1
93072,F,D,appartement,1931,36.1,536.0,2022-09-19,Île-de-France,11,1
75102,D,E,maison,1990,33.4,178.0,2022-09-20,Île-de-France,11,0
95226,B,E,maison,2012,52.1,147.0,2022-09-20,Île-de-France,11,0
92164,B,E,maison,2014,127.7,144.0,2022-09-20,Île-de-France,11,0
94029,B,E,appartement,1993,41.8,60.0,2022-09-20,Île-de-France,11,0
94325,F,E,appartement,1928,28.5,696.0,2022-09-21,Île-de-France,11,1
95269,C,G,maison,2019,65.4,189.0,2022-09-21,Île-de-France,11,0
75010,F,D,maison,1969,81.2,616.0,2022-09-21,Île-de-France,11,1
77203,E,E,maison,1989,110.1,653.0,2022-09-21,Île-de-France,11,0
92251,D,C,maison,1968,88.3,310.0,2022-09-22,Île-de-France,11,0
78067,D,C,appartement,1969,42.6,312.0,2022-09-22,Île-de-France,11,0
95337,D,G,immeuble,1977,97.1,261.0,2022-09-22,Île-de-France,11,0
94065,E,D,appartement,1976,79.4,544.0,2022-09-23,Île-de-France,11,0
94229,F,G,immeuble,1920,50.2,484.0,2022-09-23,Île-de-France,11,1
77212,B,G,maison,2001,37.7,146.0,2022-09-23,Île-de-France,11,0
94343,E,F,maison,1991,51.8,695.0,2022-09-23,Île-de-France,11,0
93021,G,D,appartement,1973,56.0,486.0,2022-09-24,Île-de-France,11,1
94201,C,G,maison,1990,27.6,317.0,2022-09-24,Île-de-France,11,0
91327,G,E,maison,1950,42.4,655.0,2022-09-24,Île-de-France,11,1
94259,B,D,appartement,2007,45.1,134.0,2022-09-24,Île-de-France,11,0
78356,E,D,maison,1978,90.9,362.0,2022-09-25,Île-de-France,11,0
92187,D,F,appartement,1965,88.8,302.0,2022-09-25,Île-de-France,11,0
77388,B,G,appartement,1986,211.4,118.0,2022-09-25,Île-de-France,11,0
91231,D,F,maison,1965,127.8,276.0,2022-09-25,Île-de-France,11,0
95062,C,G,maison,2004,54.1,251.0,2022-09-26,Île-de-France,11,0
77352,C,E,maison,2011,47.9,264.0,2022-09-26,Île-de-France,11,0
95380,D,D,maison,1977,116.8,254.0,2022-09-26,Île-de-France,11,0
92308,E,E,appartement,1978,83.8,614.0,2022-09-26,Île-de-France,11,0
91122,E,D,maison,1989,96.5,414.0,2022-09-27,Île-de-France,11,0
78209,F,D,appartement,1974,64.0,354.0,2022-09-27,Île-de-France,11,1
92005,D,G,appartement,1987,63.2,154.0,2022-09-27,Île-de-France,11,0
91057,C,F,appartement,2015,38.0,152.0,2022-09-27,Île-de-France,11,0
95197,E,B,appartement,1984,38.1,600.0,2022-09-28,Île-de-France,11,0
91120,D,F,appartement,1969,63.5,305.0,2022-09-28,Île-de-France,11,0
78131,C,F,appartement,1994,113.1,166.0,2022-09-28,Île-de-France,11,0
91108,F,C,maison,1971,32.7,402.0,2022-09-28,Île-de-France,11,1
91319,G,G,maison,1967,147.8,446.0,2022-09-29,Île-de-France,11,1
91328,C,G,maison,2000,82.7,168.0,2022-09-29,Île-de-France,11,0
75023,C,B,appartement,1997,116.2,155.0,2022-09-29,Île-de-France,11,0
78171,D,E,maison,1973,92.9,231.0,2022-09-29,Île-de-France,11,0
95289,C,D,appartement,1995,91.7,201.0,2022-09-30,Île-de-France,11,0
92160,G,F,appartement,1940,96.6,344.0,2022-09-30,Île-de-France,11,1
92375,A,B,appartement,2014,55.1,108.0,2022-09-30,Île-de-France,11,0
95281,C,C,maison,1985,38.8,300.0,2022-09-30,Île-de-France,11,0
78130,D,D,appartement,1967,105.2,170.0,2022-10-01,Île-de-France,11,0
78292,D,F,appartement,1992,70.7,297.0,2022-10-01,Île-de-France,11,0
92314,D,F,maison,1971,71.6,277.0,2022-10-01,Île-de-France,11,0
94175,E,B,appartement,1986,162.5,672.0,2022-10-01,Île-de-France,11,0
95110,F,F,maison,1958,83.6,482.0,2022-10-02,Île-de-France,11,1
91256,E,F,appartement,1984,59.0,651.0,2022-10-02,Île-de-France,11,0
75087,C,E,appartement,2018,81.6,159.0,2022-10-02,Île-de-France,11,0
91233,G,D,appartement,1941,56.1,473.0,2022-10-02,Île-de-France,11,1
94291,F,B,appartement,1970,31.8,497.0,2022-10-03,Île-de-France,11,1
91033,C,C,appartement,1990,41.3,255.0,2022-10-03,Île-de-France,11,0
94297,E,G,maison,1973,21.4,667.0,2022-10-03,Île-de-France,11,0
77263,D,C,maison,1979,96.2,220.0,2022-10-04,Île-de-France,11,0
94333,C,G,appartement,2003,88.9,224.0,2022-10-04,Île-de-France,11,0
94273,C,F,maison,1996,78.0,217.0,2022-10-04,Île-de-France,11,0
92021,G,F,appartement,1942,46.2,388.0,2022-10-04,Île-de-France,11,1
78392,E,D,appartement,1965,24.3,550.0,2022-10-05,Île-de-France,11,0
94046,F,E,appartement,1959,50.1,417.0,2022-10-05,Île-de-France,11,1
91217,F,D,maison,1947,82.6,405.0,2022-10-05,Île-de-France,11,1
93116,C,F,appartement,2013,111.0,311.0,2022-10-05,Île-de-France,11,0
95292,E,F,appartement,1969,105.6,440.0,2022-10-06,Île-de-France,11,0
77106,D,E,maison,1994,57.2,225.0,2022-10-06,Île-de-France,11,0
92118,F,G,immeuble,1953,64.0,626.0,2022-10-06,Île-de-France,11,1
95301,D,E,maison,1968,94.4,152.0,2022-10-06,Île-de-France,11,0
77247,F,E,maison,1940,59.1,693.0,2022-10-07,Île-de-France,11,1
78074,E,F,maison,1984,40.3,616.0,2022-10-07,Île-de-France,11,0
77329,F,B,appartement,1964,60.7,369.0,2022-10-07,Île-de-France,11,1
92384,G,F,appartement,1958,99.9,440.0,2022-10-07,Île-de-France,11,1
93177,C,E,maison,2016,50.7,173.0,2022-10-08,Île-de-France,11,0
94263,F,E,appartement,1944,65.9,555.0,2022-10-08,Île-de-France,11,1
78200,F,F,appartement,1973,52.1,589.0,2022-10-08,Île-de-France,11,1
77254,D,G,maison,1993,184.4,319.0,2022-10-08,Île-de-France,11,0
92131,C,C,maison,2019,25.7,313.0,2022-10-09,Île-de-France,11,0
91003,C,E,maison,2019,38.0,280.0,2022-10-09,Île-de-France,11,0
94129,E,D,maison,1967,61.1,454.0,2022-10-09,Île-de-France,11,0
91287,D,F,maison,1971,47.9,327.0,2022-10-09,Île-de-France,11,0
95398,B,G,appartement,1997,195.4,100.0,2022-10-10,Île-de-France,11,0
94023,C,F,appartement,2019,77.9,191.0,2022-10-10,Île-de-France,11,0
94104,D,D,maison,1986,126.4,156.0,2022-10-10,Île-de-France,11,0
78163,D,D,maison,1986,48.8,223.0,2022-10-10,Île-de-France,11,0
91208,F,G,maison,1929,33.8,677.0,2022-10-11,Île-de-France,11,1
93130,F,G,appartement,1954,35.3,628.0,2022-10-11,Île-de-France,11,1
78377,C,E,appartement,1989,37.6,180.0,2022-10-11,Île-de-France,11,0
93119,D,G,appartement,1977,63.4,247.0,2022-10-11,Île-de-France,11,0
94360,D,E,immeuble,1970,89.1,170.0,2022-10-12,Île-de-France,11,0
91103,D,F,appartement,1969,34.1,164.0,2022-10-12,Île-de-France,11,0
