CODGEO,NOM_COMMUNE,REVENU_MEDIAN,TAUX_PAUVRETE,MENAGES_PAUVRES
02668,Sains-Richaumont,23041.0,21.2,19.4
02670,Saint-Algis,20285.0,24.3,24.6
02671,Saint-Aubin,19371.0,23.3,25.2
02672,Saint-Bandry,16541.0,28.6,25.1
02673,Saint-Christophe-à-Berry,20317.0,23.1,27.1
02674,Saint-Clément,18445.0,23.0,19.0
02675,Sainte-Croix,20032.0,26.5,25.0
02676,Saint-Erme-Outre-et-Ramecourt,20078.0,23.9,20.0
02677,Saint-Eugène,21483.0,23.1,27.0
02678,Sainte-Geneviève,19859.0,22.6,23.5
02679,Saint-Gengoulph,23366.0,21.0,17.1
02680,Saint-Gobain,18472.0,25.5,29.9
02681,Saint-Gobert,19064.0,25.8,27.8
02682,Saint-Mard,24194.0,16.0,17.1
02683,Saint-Martin-Rivière,24138.0,20.5,17.3
02684,Saint-Michel,19169.0,19.8,21.1
02685,Saint-Nicolas-aux-Bois,14703.0,32.5,31.2
02686,Saint-Paul-aux-Bois,14997.0,28.6,32.9
02687,Saint-Pierre-Aigle,23575.0,19.5,21.6
02688,Saint-Pierre-lès-Franqueville,19566.0,24.6,25.6
02689,Saint-Pierremont,13078.0,36.6,31.2
02690,Sainte-Preuve,19814.0,25.8,21.6
02691,Saint-Quentin,21918.0,21.9,19.6
02693,Saint-Rémy-Blanzy,14231.0,29.9,26.9
02694,Saint-Simon,19410.0,24.8,27.4
02696,Saint-Thomas,18007.0,24.1,19.7
02697,Samoussy,17387.0,27.9,27.1
02698,Sancy-les-Cheminots,14248.0,30.9,35.6
02699,Saponay,20950.0,20.4,19.5
02701,Saulchery,16144.0,28.2,30.1
02702,Savy,15279.0,30.1,32.0
02703,Seboncourt,12539.0,35.0,38.8
02704,Selens,22512.0,19.1,16.7
02705,La Selve,18969.0,28.9,25.6
02706,Septmonts,18505.0,30.0,24.0
02707,Septvaux,19078.0,24.2,21.8
02708,Sequehart,17702.0,26.8,29.3
02709,Serain,20998.0,20.0,21.4
02710,Seraucourt-le-Grand,13169.0,28.6,32.7
02711,Serches,11880.0,33.1,38.4
02712,Sergy,16171.0,31.9,30.4
02713,Seringes-et-Nesles,17006.0,28.0,24.8
02714,Sermoise,24379.0,19.7,18.2
02715,Serval,15669.0,31.5,37.3
02716,Servais,18662.0,26.2,31.3
02717,Séry-lès-Mézières,12293.0,32.8,35.7
02718,Silly-la-Poterie,15871.0,25.2,26.8
02719,Sinceny,19285.0,24.4,26.7
02720,Sissonne,17364.0,28.0,29.7
02721,Sissy,19133.0,26.8,31.0
02722,Soissons,23852.0,20.8,23.7
02723,Soize,15238.0,29.1,32.2
02724,Sommelans,16246.0,27.9,27.2
02725,Sommeron,14571.0,29.0,28.1
02726,Sommette-Eaucourt,15658.0,27.2,32.4
02727,Sons-et-Ronchères,18026.0,24.2,21.5
02728,Sorbais,18837.0,25.9,25.3
02729,Soucy,18266.0,28.3,23.0
02730,Soupir,21921.0,24.5,27.1
02731,Le Sourd,17090.0,22.6,21.6
02732,Surfontaine,12673.0,26.6,22.8
02734,Taillefontaine,22112.0,23.8,26.1
02735,Tannières,21965.0,22.9,25.6
02736,Tartiers,17167.0,25.3,23.7
02737,Tavaux-et-Pontséricourt,19701.0,27.7,23.8
02738,Tergnier,21956.0,21.5,21.0
02739,Terny-Sorny,21274.0,22.5,23.3
02740,Thenailles,14834.0,31.3,35.8
02741,Thenelles,25389.0,16.2,13.8
02742,Thiernu,14000.0,29.7,30.1
02743,Le Thuel,19850.0,20.7,18.7
02744,Torcy-en-Valois,13406.0,34.4,31.1
02745,Toulis-et-Attencourt,18670.0,24.9,24.1
02746,Travecy,17011.0,29.0,29.6
02747,Trefcon,21891.0,21.3,21.3
02748,Trélou-sur-Marne,15890.0,28.6,26.3
02749,Troësnes,17101.0,26.5,27.6
02750,Trosly-Loire,16026.0,26.4,30.8
02751,Trucy,22035.0,20.9,17.2
02752,Tugny-et-Pont,16652.0,30.4,35.7
02753,Tupigny,17778.0,28.3,28.7
02754,Ugny-le-Gay,21792.0,23.5,27.1
02755,Urcel,20776.0,23.2,27.0
02756,Urvillers,20588.0,23.0,22.4
02757,Vadencourt,21305.0,25.1,29.1
02758,Vailly-sur-Aisne,20502.0,23.5,20.6
02759,La Vallée-au-Blé,21009.0,22.8,24.1
02760,La Vallée-Mulâtre,20707.0,22.9,24.2
02761,Variscourt,19224.0,24.4,26.9
02762,Vassens,16559.0,28.2,29.1
02763,Vasseny,23443.0,18.7,19.4
02764,Vassogne,17954.0,30.0,25.8
02765,Vaucelles-et-Beffecourt,18002.0,26.1,30.5
02766,Vaudesson,22997.0,19.3,19.9
02767,Vauxrezis,18091.0,26.3,26.9
02768,Vauxaillon,14874.0,28.7,26.1
02769,Vaux-Andigny,17445.0,28.4,26.1
02770,Vauxbuin,19556.0,24.9,22.5
02772,Vaux-en-Vermandois,19521.0,23.1,22.7
02773,Vauxtin,23748.0,20.7,22.1
02774,Vendelles,18011.0,29.0,23.3
02775,Vendeuil,22450.0,18.5,20.3
02776,Vendhuile,18600.0,27.5,24.6
02777,Vendières,17216.0,27.1,24.1
02778,Vendresse-Beaulne,22358.0,17.4,14.2
02779,Vénérolles,24143.0,18.9,22.6
02780,Venizel,19947.0,21.4,21.0
02781,Verdilly,15467.0,32.3,34.5
02782,Le Verguier,19963.0,27.2,25.6
02783,Grand-Verly,15834.0,29.8,34.4
02784,Petit-Verly,15055.0,27.0,24.1
02785,Vermand,22294.0,24.7,26.2
02786,Verneuil-sous-Coucy,22721.0,19.5,22.0
02787,Verneuil-sur-Serre,17193.0,25.5,24.0
02788,Versigny,18829.0,24.6,21.0
02789,Vervins,21005.0,22.5,25.8
02790,Vesles-et-Caumont,20121.0,26.4,22.9
02791,Veslud,19958.0,25.3,27.8
02792,Veuilly-la-Poterie,19071.0,23.2,23.8
02793,Vézaponin,13580.0,31.0,35.7
02794,Vézilly,16213.0,23.9,23.7
02795,Vic-sur-Aisne,17196.0,28.9,34.2
02796,Vichel-Nanteuil,18024.0,27.3,25.9
02797,Viel-Arcy,20597.0,24.3,25.7
02798,Viels-Maisons,19407.0,25.5,23.2
02799,Vierzy,20117.0,21.8,25.6
02800,Viffort,17702.0,26.6,25.5
02801,Vigneux-Hocquet,19692.0,19.3,22.8
02802,La Ville-aux-Bois-lès-Dizy,15900.0,29.5,29.5
02803,La Ville-aux-Bois-lès-Pontavert,11880.0,36.1,43.0
02804,Villemontoire,16567.0,26.5,24.9
02805,Villeneuve-Saint-Germain,20550.0,25.6,24.8
02806,Villeneuve-sur-Fère,16327.0,29.9,24.0
02807,Villequier-Aumont,17138.0,29.8,31.8
02808,Villeret,19097.0,25.8,29.2
02809,Villers-Agron-Aiguizy,17389.0,25.2,23.1
02810,Villers-Cotterêts,22424.0,24.8,23.7
02812,Villers-Hélon,11969.0,34.7,36.2
02813,Villers-le-Sec,15539.0,29.3,23.9
02814,Villers-lès-Guise,19113.0,26.8,26.7
02815,Villers-Saint-Christophe,13859.0,32.0,26.4
02816,Villers-sur-Fère,19673.0,26.9,25.6
02817,Ville-Savoye,22158.0,19.4,21.3
02818,Villiers-Saint-Denis,15516.0,28.8,29.6
02819,Vincy-Reuil-et-Magny,19679.0,22.5,21.5
02820,Viry-Noureuil,15464.0,29.2,34.8
02821,Vivaise,19310.0,23.0,21.5
02822,Vivières,17507.0,24.4,28.5
02823,Voharies,20876.0,22.4,23.7
02824,Vorges,13049.0,28.8,26.3
02826,Voulpaix,23307.0,21.0,20.1
02827,Voyenne,15069.0,28.8,23.2
02828,Vregny,16280.0,28.5,24.9
02829,Vuillery,18046.0,28.2,33.6
02830,Wassigny,16383.0,28.7,24.5
02831,Watigny,17969.0,28.8,28.1
02832,Wiège-Faty,17715.0,27.8,30.9
02833,Wimy,21133.0,26.4,30.1
02834,Wissignicourt,18631.0,26.5,23.4
59001,Abancourt,13526.0,33.0,29.8
59002,Abscon,16683.0,28.6,30.3
59003,Aibes,14842.0,33.7,32.4
59004,Aix-en-Pévèle,13918.0,30.8,26.3
59005,Allennes-les-Marais,20041.0,21.8,18.4
59006,L'Orée de Mormal,21000.0,21.5,19.9
59007,Anhiers,18974.0,24.9,28.0
59008,Aniche,19932.0,19.6,17.4
59009,Villeneuve-d'Ascq,26381.0,14.0,16.6
59010,Anneux,12878.0,28.9,30.5
59011,Annœullin,21442.0,23.6,23.9
59012,Anor,17517.0,26.5,31.1
59013,Anstaing,20011.0,24.0,23.6
59014,Anzin,24318.0,15.4,16.5
59015,Arleux,18339.0,28.0,25.7
59016,Armbouts-Cappel,18640.0,23.7,25.6
59017,Armentières,20757.0,24.0,25.9
59018,Arnèke,17360.0,27.3,29.9
59019,Artres,17087.0,24.0,28.1
59021,Assevent,21352.0,22.2,21.2
59022,Attiches,22340.0,21.2,18.3
59023,Aubencheul-au-Bac,17052.0,28.4,29.9
59024,Auberchicourt,24480.0,18.4,15.0
59025,Aubers,18990.0,25.4,30.1
59026,Aubigny-au-Bac,20740.0,20.6,19.4
59027,Aubry-du-Hainaut,16572.0,25.1,27.7
59028,Auby,22015.0,20.8,21.9
59029,Auchy-lez-Orchies,13926.0,31.1,33.1
59031,Audignies,23944.0,22.0,19.0
59032,Aulnoy-lez-Valenciennes,21385.0,24.5,28.0
59033,Aulnoye-Aymeries,20543.0,20.8,19.7
59034,Avelin,16052.0,29.3,32.5
59035,Avesnelles,18456.0,24.0,19.5
59036,Avesnes-sur-Helpe,21165.0,18.9,16.9
59037,Avesnes-les-Aubert,16555.0,28.6,30.4
59038,Avesnes-le-Sec,20328.0,23.7,26.4
59039,Awoingt,24423.0,19.0,18.6
59041,Bachant,20646.0,24.0,20.3
59042,Bachy,19252.0,27.4,32.1
59043,Bailleul,23704.0,22.2,18.2
59044,Baisieux,17226.0,22.9,23.5
59045,Baives,18520.0,23.0,25.4
59046,Bambecque,15824.0,30.5,30.7
59047,Banteux,13276.0,34.2,35.2
59048,Bantigny,18311.0,26.2,28.1
59049,Bantouzelle,21060.0,23.0,22.9
59050,Bas-Lieu,15979.0,23.7,21.1
59051,La Bassée,22611.0,20.3,20.1
59052,Bauvin,18022.0,25.4,29.4
59053,Bavay,22245.0,19.0,21.6
59054,Bavinchove,24098.0,21.0,18.4
59055,Bazuel,14421.0,30.9,33.7
59056,Beaucamps-Ligny,16599.0,29.3,31.9
59057,Beaudignies,18496.0,25.6,28.8
59058,Beaufort,15077.0,26.7,21.4
59059,Beaumont-en-Cambrésis,25255.0,20.2,22.4
59060,Beaurain,17763.0,27.5,24.1
59061,Beaurepaire-sur-Sambre,14304.0,34.3,36.2
59062,Beaurieux,23972.0,18.0,20.8
59063,Beauvois-en-Cambrésis,18000.0,25.1,27.7
59064,Bellaing,23025.0,19.4,17.2
59065,Bellignies,23053.0,17.8,18.6
59066,Bérelles,18562.0,26.2,29.5
59067,Bergues,20340.0,23.5,21.9
59068,Berlaimont,16767.0,28.6,28.8
59069,Bermerain,15951.0,31.3,25.7
59071,Bersée,20530.0,23.4,28.0
59072,Bersillies,13388.0,33.0,31.3
59073,Berthen,20006.0,25.4,21.6
59074,Bertry,23995.0,18.0,14.9
59075,Béthencourt,15593.0,28.4,30.4
59076,Bettignies,15004.0,29.1,31.9
59077,Bettrechies,23303.0,17.8,19.6
59078,Beugnies,17380.0,29.2,27.7
59079,Beuvrages,18592.0,26.8,27.6
59080,Beuvry-la-Forêt,20261.0,25.0,29.1
59081,Bévillers,18487.0,25.0,24.9
59082,Bierne,17842.0,29.6,29.6
59083,Bissezeele,20999.0,21.6,25.7
59084,Blaringhem,18375.0,24.5,28.5
59085,Blécourt,15576.0,28.2,28.7
59086,Boeschepe,17299.0,27.4,29.0
59087,Boëseghem,15249.0,30.7,35.7
59088,Bois-Grenier,22183.0,17.2,15.8
59089,Bollezeele,22569.0,22.4,19.1
59090,Bondues,13983.0,30.1,26.0
59091,Borre,21699.0,19.9,16.0
59092,Bouchain,15480.0,31.1,26.8
59093,Boulogne-sur-Helpe,14180.0,31.1,26.3
59094,Bourbourg,15862.0,29.0,28.8
59096,Bourghelles,14766.0,28.6,25.7
59097,Boursies,19540.0,24.9,24.3
59098,Bousbecque,22442.0,21.6,22.2
59099,Bousies,18361.0,28.1,28.4
59100,Bousignies,19273.0,22.9,25.8
59101,Bousignies-sur-Roc,17237.0,30.7,26.5
59102,Boussières-en-Cambrésis,19011.0,24.3,26.5
59103,Boussières-sur-Sambre,16211.0,33.6,36.6
59104,Boussois,17878.0,29.6,32.9
59105,Bouvignies,19915.0,23.7,25.5
59106,Bouvines,17709.0,27.1,31.6
59107,Bray-Dunes,22289.0,20.2,22.7
59108,Briastre,16330.0,29.6,24.1
59109,Brillon,19955.0,24.9,21.0
59110,Brouckerque,20331.0,25.1,22.3
59111,Broxeele,24237.0,16.6,13.8
59112,Bruay-sur-l'Escaut,23714.0,21.9,19.9
59113,Bruille-lez-Marchiennes,21619.0,22.0,23.5
59114,Bruille-Saint-Amand,20875.0,24.6,24.5
59115,Brunémont,20920.0,26.3,28.2
59116,Bry,17318.0,26.4,23.8
59117,Bugnicourt,16902.0,30.3,24.8
59118,Busigny,18723.0,27.2,30.2
59119,Buysscheure,18518.0,26.2,25.1
59120,Caëstre,15321.0,26.3,23.3
59121,Cagnoncles,18830.0,26.4,28.9
59122,Cambrai,18657.0,23.5,21.8
59123,Camphin-en-Carembault,19292.0,23.1,24.4
59124,Camphin-en-Pévèle,25725.0,21.9,22.7
59125,Cantaing-sur-Escaut,17662.0,25.7,26.7
59126,Cantin,15343.0,30.0,27.4
59127,Capelle,18618.0,24.9,26.5
59128,Capinghem,18597.0,24.5,25.4
59129,Cappelle-en-Pévèle,21426.0,27.6,23.8
59130,Cappelle-Brouck,16012.0,30.7,36.5
59131,Cappelle-la-Grande,17462.0,25.8,24.8
59132,Carnières,12120.0,31.5,26.5
59133,Carnin,19167.0,25.3,29.5
59134,Cartignies,15530.0,29.4,27.4
59135,Cassel,21377.0,20.5,16.8
59136,Le Cateau-Cambrésis,20341.0,21.3,21.6
59137,Catillon-sur-Sambre,18870.0,27.7,26.1
59138,Cattenières,14529.0,29.5,29.6
59139,Caudry,20601.0,23.3,27.4
59140,Caullery,16415.0,31.3,32.8
59141,Cauroir,15412.0,30.2,34.2
59142,Cerfontaine,12750.0,31.0,35.6
59143,La Chapelle-d'Armentières,18233.0,29.4,23.9
59144,Château-l'Abbaye,14695.0,31.2,29.8
59145,Chemy,22429.0,18.7,17.5
59146,Chéreng,20093.0,22.9,18.8
59147,Choisies,18912.0,24.4,28.0
59148,Clairfayts,21335.0,19.5,17.8
59149,Clary,20108.0,24.9,20.8
59150,Cobrieux,15645.0,23.3,24.5
59151,Colleret,13304.0,32.6,33.4
59152,Comines,23412.0,20.2,18.9
59153,Condé-sur-l'Escaut,17755.0,25.2,20.4
59155,Coudekerque-Branche,20549.0,23.0,26.2
59156,Courchelettes,19193.0,24.9,27.4
59157,Cousolre,24850.0,18.2,18.2
59158,Coutiches,24407.0,17.5,17.0
59159,Craywick,14918.0,33.2,27.2
59160,Crespin,21747.0,19.3,20.9
59161,Crèvecœur-sur-l'Escaut,16651.0,29.5,26.2
59162,Crochte,16771.0,28.9,31.1
59163,Croix,23723.0,21.7,20.0
59164,Croix-Caluyau,18478.0,24.6,26.9
59165,Cuincy,22535.0,19.6,18.7
59166,Curgies,18899.0,27.1,29.8
59167,Cuvillers,18298.0,25.8,25.9
59168,Cysoing,18292.0,24.6,25.6
59169,Damousies,24923.0,17.4,20.0
59170,Dechy,19022.0,23.2,21.2
59171,Dehéries,15889.0,29.7,29.1
59172,Denain,18991.0,22.6,26.7
59173,Deûlémont,20104.0,21.2,18.5
59174,Dimechaux,18814.0,22.0,20.2
59175,Dimont,16948.0,29.1,25.9
59176,Doignies,18759.0,24.9,29.4
59177,Dompierre-sur-Helpe,17458.0,27.2,28.8
59178,Douai,22723.0,18.9,18.9
59179,Douchy-les-Mines,19074.0,23.6,19.3
59180,Le Doulieu,19990.0,24.7,20.2
59181,Dourlers,18799.0,26.4,28.6
59182,Drincham,17227.0,30.7,30.6
59183,Dunkerque,21931.0,20.8,19.2
59184,Ebblinghem,17362.0,26.6,26.3
59185,Écaillon,17257.0,27.7,29.7
59186,Eccles,17818.0,22.3,18.4
59187,Éclaibes,20641.0,23.9,22.7
59188,Écuélin,21078.0,25.4,30.4
59189,Eecke,21724.0,23.4,25.0
59190,Élesmes,16082.0,28.8,33.7
59191,Élincourt,20092.0,25.4,29.5
59192,Émerchicourt,16462.0,27.6,26.1
59193,Emmerin,21250.0,21.9,20.2
59194,Englefontaine,21357.0,19.2,21.2
59195,Englos,15435.0,29.6,27.4
59196,Ennetières-en-Weppes,13177.0,35.2,29.4
59197,Ennevelin,16733.0,27.4,26.4
59198,Eppe-Sauvage,13430.0,30.8,27.7
59199,Erchin,12423.0,35.4,37.7
59200,Eringhem,22041.0,21.1,22.0
59201,Erquinghem-le-Sec,23275.0,20.3,16.4
59202,Erquinghem-Lys,16176.0,28.3,30.7
59203,Erre,18126.0,26.5,29.3
59204,Escarmain,20325.0,23.7,23.6
59205,Escaudain,22260.0,22.3,19.7
59206,Escaudœuvres,19723.0,28.0,32.4
59207,Escautpont,23917.0,22.7,23.0
59208,Escobecques,16907.0,23.6,19.8
59209,Esnes,21016.0,26.6,28.4
59210,Esquelbecq,21481.0,20.9,20.0
59211,Esquerchin,18654.0,27.8,24.5
59212,Estaires,13972.0,32.4,29.3
59213,Estourmel,20676.0,21.7,25.9
59214,Estrées,12127.0,34.2,29.1
59215,Estreux,21343.0,25.5,21.8
59216,Eswars,20095.0,22.8,23.8
59217,Eth,19766.0,22.7,26.6
59218,Étrœungt,19200.0,22.4,22.5
59219,Estrun,18169.0,25.0,24.7
59220,Faches-Thumesnil,20358.0,21.9,17.6
59221,Famars,21435.0,19.9,19.4
59222,Faumont,20975.0,24.5,25.1
59223,Le Favril,16728.0,28.6,29.9
59224,Féchain,20949.0,25.3,26.1
59225,Feignies,24666.0,19.8,20.9
59226,Felleries,18103.0,27.3,29.8
59227,Fenain,20028.0,26.8,30.6
59228,Férin,17592.0,28.9,34.6
59229,Féron,21158.0,24.1,25.8
59230,Ferrière-la-Grande,18338.0,25.0,28.1
59231,Ferrière-la-Petite,15479.0,31.5,32.7
59232,La Flamengrie,17171.0,25.9,21.7
59233,Flaumont-Waudrechies,17957.0,30.0,31.4
59234,Flers-en-Escrebieux,23302.0,19.5,20.0
59236,Flesquières,13934.0,32.8,27.3
59237,Flêtre,20322.0,25.2,24.9
59238,Flines-lès-Mortagne,18883.0,23.9,24.7
59239,Flines-lez-Raches,20064.0,23.2,20.1
59240,Floursies,15960.0,29.3,27.1
59241,Floyon,22481.0,20.6,19.9
59242,Fontaine-au-Bois,16753.0,30.6,33.0
59243,Fontaine-au-Pire,22388.0,18.6,21.8
59244,Fontaine-Notre-Dame,24382.0,19.3,15.5
59246,Forest-en-Cambrésis,19280.0,22.7,21.3
59247,Forest-sur-Marque,21457.0,19.8,23.4
59249,Fourmies,22362.0,21.9,24.1
59250,Fournes-en-Weppes,17067.0,24.7,22.7
59251,Frasnoy,17688.0,24.0,26.1
59252,Frelinghien,20812.0,22.4,25.6
59253,Fresnes-sur-Escaut,22719.0,21.3,20.6
59254,Fressain,16481.0,26.9,30.7
59255,Fressies,20527.0,22.5,24.5
59256,Fretin,19462.0,25.0,27.6
59257,Fromelles,17457.0,26.2,22.3
59258,Genech,21379.0,20.4,19.0
59259,Ghissignies,18686.0,24.8,25.8
59260,Ghyvelde,21790.0,21.5,23.9
59261,Glageon,12120.0,34.0,31.2
59262,Godewaersvelde,18793.0,23.6,28.0
59263,Gœulzin,20266.0,20.4,21.6
59264,Gognies-Chaussée,21664.0,22.3,24.8
59265,Gommegnies,23454.0,20.5,19.2
59266,Gondecourt,17379.0,22.3,20.7
59267,Gonnelieu,20645.0,20.3,24.2
59268,La Gorgue,20808.0,18.4,17.1
59269,Gouzeaucourt,16450.0,27.7,24.8
59270,Grand-Fayt,23910.0,18.2,14.9
59271,Grande-Synthe,20643.0,20.2,21.1
59272,Grand-Fort-Philippe,21929.0,22.5,26.1
59273,Gravelines,21371.0,23.2,24.0
59274,La Groise,20848.0,21.1,24.0
59275,Gruson,18866.0,27.7,24.7
59276,Guesnain,18153.0,27.3,24.7
59277,Gussignies,17623.0,26.2,26.4
59278,Hallennes-lez-Haubourdin,22073.0,21.7,23.6
59279,Halluin,18963.0,24.3,19.7
59280,Hamel,25869.0,16.4,13.5
59281,Hantay,17493.0,28.1,22.5
59282,Hardifort,21380.0,25.6,29.7
59283,Hargnies,18201.0,25.2,25.4
59284,Hasnon,21800.0,21.0,18.0
59285,Haspres,20793.0,23.6,18.9
59286,Haubourdin,24014.0,18.5,21.8
59287,Haucourt-en-Cambrésis,13040.0,37.3,34.7
59288,Haulchin,17541.0,31.3,34.5
59289,Haussy,22461.0,23.8,19.9
59290,Haut-Lieu,16515.0,26.9,31.0
59291,Hautmont,18864.0,28.3,28.6
59292,Haveluy,20315.0,19.8,23.7
59293,Haverskerque,21185.0,20.5,19.1
59294,Haynecourt,16587.0,27.9,29.5
59295,Hazebrouck,21902.0,17.5,19.1
59296,Hecq,13561.0,33.5,26.8
59297,Hélesmes,19928.0,26.2,28.5
59299,Hem,17176.0,25.7,23.0
59300,Hem-Lenglet,20903.0,21.1,22.9
59301,Hergnies,23966.0,16.8,14.5
59302,Hérin,20724.0,24.0,28.7
59303,Herlies,22646.0,25.8,20.7
59304,Herrin,21418.0,19.5,16.4
59305,Herzeele,22194.0,20.5,16.4
59306,Hestrud,19554.0,23.3,27.3
59307,Holque,17324.0,26.5,30.8
59308,Hondeghem,23833.0,16.5,15.2
59309,Hondschoote,13610.0,31.0,33.9
59310,Hon-Hergies,15351.0,30.9,34.6
59311,Honnechy,18579.0,24.7,19.9
59312,Honnecourt-sur-Escaut,22904.0,18.4,14.7
59313,Hordain,19259.0,24.5,23.3
59314,Hornaing,23943.0,22.4,20.0
59315,Houdain-lez-Bavay,19250.0,27.5,31.1
59316,Houplin-Ancoisne,20125.0,25.4,21.9
59317,Houplines,20234.0,24.6,20.9
59318,Houtkerque,21395.0,21.2,20.0
59319,Hoymille,19295.0,27.3,30.4
59320,Illies,19562.0,26.7,30.9
59321,Inchy,19657.0,23.1,25.7
59322,Iwuy,21444.0,22.2,20.7
59323,Jenlain,16832.0,26.1,22.2
59324,Jeumont,21288.0,22.7,26.5
59325,Jolimetz,19980.0,21.3,24.3
59326,Killem,18850.0,25.5,21.8
59327,Lallaing,23051.0,19.5,17.3
59328,Lambersart,19704.0,21.3,24.1
59329,Lambres-lez-Douai,22159.0,21.0,22.7
59330,Landas,17546.0,27.1,29.1
59331,Landrecies,20350.0,25.3,20.7
59332,Lannoy,17086.0,25.1,25.5
59333,Larouillies,19136.0,22.2,20.8
59334,Lauwin-Planque,16213.0,27.9,29.4
59335,Lecelles,23021.0,23.5,21.9
59336,Lécluse,19264.0,20.7,21.6
59337,Lederzeele,21957.0,19.2,21.2
59338,Ledringhem,21161.0,25.4,23.5
59339,Leers,16789.0,28.0,25.9
59340,Leffrinckoucke,22031.0,22.0,21.6
59341,Lesdain,20065.0,23.8,25.2
59342,Lez-Fontaine,17651.0,26.2,23.5
59343,Lesquin,20570.0,26.9,30.8
59344,Leval,17254.0,25.5,24.4
59345,Lewarde,20116.0,21.5,19.9
59346,Lezennes,19288.0,24.2,23.9
59347,Liessies,24051.0,14.9,13.9
59348,Lieu-Saint-Amand,15896.0,31.6,34.6
59349,Ligny-en-Cambrésis,17845.0,27.7,27.2
59350,Lille,24982.0,19.0,16.6
59351,Limont-Fontaine,16143.0,30.6,31.5
59352,Linselles,21033.0,21.1,22.0
59353,Locquignol,13046.0,35.3,35.7
59354,Loffre,19444.0,25.3,28.7
59356,Lompret,18192.0,26.8,29.4
59357,La Longueville,16351.0,27.9,30.7
59358,Looberghe,21285.0,25.8,28.3
59359,Loon-Plage,19959.0,27.9,31.6
59360,Loos,19376.0,24.0,19.6
59361,Lourches,18053.0,24.4,25.1
59363,Louvignies-Quesnoy,22251.0,19.9,18.4
59364,Louvil,16495.0,29.1,24.5
59365,Louvroil,19317.0,27.3,32.5
59366,Lynde,17370.0,27.8,26.8
59367,Lys-lez-Lannoy,21939.0,22.0,26.0
59368,La Madeleine,23248.0,18.4,15.8
59369,Maing,21243.0,20.9,22.7
59370,Mairieux,22524.0,25.3,29.2
59371,Le Maisnil,23326.0,19.8,23.1
59372,Malincourt,15315.0,31.6,31.5
59374,Marbaix,18541.0,22.9,26.8
59375,Marchiennes,24493.0,16.0,15.7
59377,Marcoing,19223.0,24.0,23.3
59378,Marcq-en-Barœul,21603.0,21.8,23.8
59379,Marcq-en-Ostrevent,18431.0,24.4,21.5
59381,Maresches,21169.0,18.4,15.3
59382,Maretz,18047.0,28.9,30.5
59383,Marly,19629.0,24.2,25.8
59384,Maroilles,19650.0,22.8,19.1
59385,Marpent,24765.0,19.4,17.7
59386,Marquette-lez-Lille,21013.0,22.2,17.8
59387,Marquette-en-Ostrevant,17712.0,28.9,23.5
59388,Marquillies,13768.0,30.7,36.0
59389,Masnières,23320.0,19.0,18.0
59390,Masny,21877.0,22.3,18.3
59391,Mastaing,24635.0,17.4,19.9
59392,Maubeuge,16980.0,28.9,28.9
59393,Maulde,17059.0,27.7,23.0
59394,Maurois,14143.0,31.0,25.5
59395,Mazinghien,19584.0,26.5,25.8
59396,Mecquignies,21022.0,24.5,20.9
59397,Merckeghem,14808.0,32.2,35.4
59398,Mérignies,21083.0,20.3,18.5
59399,Merris,15389.0,28.3,24.7
59400,Merville,24208.0,18.5,18.1
59401,Méteren,19105.0,27.7,27.8
59402,Millam,18653.0,25.6,24.0
59403,Millonfosse,19611.0,22.8,20.5
59405,Mœuvres,17228.0,26.6,30.4
59406,Monceau-Saint-Waast,19811.0,25.2,23.5
59407,Monchaux-sur-Écaillon,19122.0,26.0,26.4
59408,Moncheaux,19677.0,23.2,26.3
59409,Monchecourt,22722.0,20.3,22.4
59410,Mons-en-Barœul,20454.0,22.7,25.4
59411,Mons-en-Pévèle,19435.0,23.5,26.6
59412,Montay,15181.0,28.3,29.9
59413,Montigny-en-Cambrésis,18865.0,26.7,29.4
59414,Montigny-en-Ostrevent,21932.0,23.5,25.4
59415,Montrécourt,23045.0,24.6,22.1
59416,Morbecque,17255.0,26.6,26.9
59418,Mortagne-du-Nord,22457.0,18.2,14.8
59419,Mouchin,17035.0,29.4,33.4
59420,Moustier-en-Fagne,20890.0,21.4,23.6
59421,Mouvaux,22833.0,21.5,25.4
59422,Naves,18497.0,26.3,23.3
59423,Neuf-Berquin,15268.0,29.7,27.9
59424,Neuf-Mesnil,22048.0,22.4,24.0
59425,Neuville-en-Avesnois,21929.0,21.0,24.6
59426,Neuville-en-Ferrain,20710.0,23.3,19.7
59427,La Neuville,17752.0,28.7,26.7
59428,Neuville-Saint-Rémy,20900.0,24.1,21.4
59429,Neuville-sur-Escaut,21282.0,23.2,23.5
59430,Neuvilly,17135.0,28.5,31.6
59431,Nieppe,18261.0,25.9,23.9
59432,Niergnies,22167.0,21.5,25.6
59433,Nieurlet,18496.0,28.9,23.9
59434,Nivelle,21199.0,18.3,19.5
59435,Nomain,16133.0,26.8,22.6
59436,Noordpeene,22472.0,23.2,27.8
59437,Noyelles-lès-Seclin,20677.0,24.9,29.8
59438,Noyelles-sur-Escaut,15608.0,28.2,31.2
59439,Noyelles-sur-Sambre,23476.0,19.4,18.7
59440,Noyelles-sur-Selle,15881.0,29.9,33.4
59441,Obies,17005.0,29.0,24.3
59442,Obrechies,23630.0,19.1,21.8
59443,Ochtezeele,20023.0,24.8,20.9
